id,shape,carat,style,gold,image,image_filename,category
1049,round,2.25,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-059_R1.jpg?v=1750409498,1049_GJER-059_R1.jpg,earring
1050,round,0.5,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-058_R1.jpg?v=1750409540,1050_GJER-058_R1.jpg,earring
1051,oval,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-042_R1.jpg?v=1750409750,1051_GJER-042_R1.jpg,earring
1052,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-055_R1.jpg?v=1750409802,1052_GJER-055_R1.jpg,earring
1053,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-041_R1.jpg?v=1750409888,1053_GJER-041_R1.jpg,earring
1054,round,1.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-040_Y1.jpg?v=1750238903,1054_GJER-040_Y1.jpg,earring
1055,round,2.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-052_R1.jpg?v=1750410304,1055_GJER-052_R1.jpg,earring
1056,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-029_Y1_6557a80f-fbf9-461b-83e5-10b5d511c07b.jpg?v=1750238936,1056_GJER-029_Y1_6557a80f-fbf9-461b-83e5-10b5d511c07b.jpg,earring
1057,round,2.5,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-038_W1.jpg?v=1750410468,1057_GJER-038_W1.jpg,earring
1058,round,2.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-031_R1.jpg?v=1750410878,1058_GJER-031_R1.jpg,earring
1059,marquise,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-027_Y1.jpg?v=1750238993,1059_GJER-027_Y1.jpg,earring
1060,radiant,2.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-026_R1.jpg?v=1750411589,1060_GJER-026_R1.jpg,earring
1061,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-025_R1.jpg?v=1750411660,1061_GJER-025_R1.jpg,earring
1062,round,1.25,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-024_W1.jpg?v=1750411719,1062_GJER-024_W1.jpg,earring
1063,round,1.75,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-023_Y1.jpg?v=1750239034,1063_GJER-023_Y1.jpg,earring
1064,round,2.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-032_R1.jpg?v=1750411845,1064_GJER-032_R1.jpg,earring
1065,round,2.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-030_R1.jpg?v=1750411865,1065_GJER-030_R1.jpg,earring
1066,emerald,1.25,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-022_R1.jpg?v=1750411934,1066_GJER-022_R1.jpg,earring
1067,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-021_R1.jpg?v=1750411995,1067_GJER-021_R1.jpg,earring
1068,oval,0.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-020_Y1.jpg?v=1750239086,1068_GJER-020_Y1.jpg,earring
1069,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-013_R1.jpg?v=1750412127,1069_GJER-013_R1.jpg,earring
1070,round,3.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-012_R1.jpg?v=1750412193,1070_GJER-012_R1.jpg,earring
1071,round,1.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-019_R1.jpg?v=1750412338,1071_GJER-019_R1.jpg,earring
1072,round,2.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-018_Y1.jpg?v=1750239131,1072_GJER-018_Y1.jpg,earring
1073,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-010_W1.jpg?v=1750412634,1073_GJER-010_W1.jpg,earring
1074,round,2.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-016_R1.jpg?v=1750412836,1074_GJER-016_R1.jpg,earring
1075,round,0.5,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-015.jpg?v=1750239197,1075_GJER-015.jpg,earring
1076,round,2.25,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-007_W1.jpg?v=1750413079,1076_GJER-007_W1.jpg,earring
1077,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-014_R1.jpg?v=1750413168,1077_GJER-014_R1.jpg,earring
1078,pear,1.75,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-004_R1.jpg?v=1750413245,1078_GJER-004_R1.jpg,earring
1079,emerald,2.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-006_R1.jpg?v=1750413387,1079_GJER-006_R1.jpg,earring
1080,round,2.5,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-003_R1.jpg?v=1750413456,1080_GJER-003_R1.jpg,earring
1081,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-002.jpg?v=1750239248,1081_GJER-002.jpg,earring
1082,emerald,1.75,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-005_W1.jpg?v=1750413673,1082_GJER-005_W1.jpg,earring
1083,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/GJER-001_R1.jpg?v=1743666605,1083_GJER-001_R1.jpg,earring
1084,round,1.5,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AINK-574E_R1.jpg?v=1751014660,1084_AINK-574E_R1.jpg,earring
1085,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AINK-576E_R1.jpg?v=1751017777,1085_AINK-576E_R1.jpg,earring
1086,radiant,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AINK-579E_Y1.jpg?v=1751020094,1086_AINK-579E_Y1.jpg,earring
1087,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AINK-600E_R1.jpg?v=1751021327,1087_AINK-600E_R1.jpg,earring
1088,round,2.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AINK-657E_W1.jpg?v=1751022636,1088_AINK-657E_W1.jpg,earring
1089,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIPS-274E_Y1.jpg?v=1751023165,1089_AIPS-274E_Y1.jpg,earring
1090,cushion,1.75,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-002_R1.jpg?v=1751608791,1090_AIER-002_R1.jpg,earring
1091,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-006_R1.jpg?v=1751609320,1091_AIER-006_R1.jpg,earring
1092,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-008_Y1.jpg?v=1751610066,1092_AIER-008_Y1.jpg,earring
1093,marquise,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-012_R1.jpg?v=1751610663,1093_AIER-012_R1.jpg,earring
1094,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-017_W1.jpg?v=1751611727,1094_AIER-017_W1.jpg,earring
1095,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-021_R1.jpg?v=1751615339,1095_AIER-021_R1.jpg,earring
1096,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-028_R1.jpg?v=1751616258,1096_AIER-028_R1.jpg,earring
1097,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-029_Y1.jpg?v=1751616701,1097_AIER-029_Y1.jpg,earring
1098,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-061_R1.jpg?v=1752145457,1098_AIER-061_R1.jpg,earring
1099,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-031_R1.jpg?v=1751616981,1099_AIER-031_R1.jpg,earring
1100,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-062_W1.jpg?v=1751617214,1100_AIER-062_W1.jpg,earring
1101,round,1.0,ring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-035_W1.jpg?v=1751617718,1101_AIER-035_W1.jpg,ring
1102,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-064_Y1.jpg?v=1751617707,1102_AIER-064_Y1.jpg,earring
1103,marquise,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-065_R1.jpg?v=1751618011,1103_AIER-065_R1.jpg,earring
1104,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-036_R1.jpg?v=1751617930,1104_AIER-036_R1.jpg,earring
1105,cushion,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-067_Y1.jpg?v=1751616377,1105_AIER-067_Y1.jpg,earring
1106,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-037_W1.jpg?v=1751618599,1106_AIER-037_W1.jpg,earring
1107,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-070_W1.jpg?v=1751616376,1107_AIER-070_W1.jpg,earring
1108,round,1.0,halo,rose,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-073_R1.jpg?v=1751616377,1108_AIER-073_R1.jpg,earring
1109,cushion,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-038_R1.jpg?v=1751618819,1109_AIER-038_R1.jpg,earring
1110,oval,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-075_Y1.jpg?v=1751616377,1110_AIER-075_Y1.jpg,earring
1111,emerald,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-040_W1.jpg?v=1751619334,1111_AIER-040_W1.jpg,earring
1112,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-084_W1.jpg?v=1752145427,1112_AIER-084_W1.jpg,earring
1113,pear,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-041_W1.jpg?v=1751619650,1113_AIER-041_W1.jpg,earring
1114,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-043_Y1.jpg?v=1751620071,1114_AIER-043_Y1.jpg,earring
1115,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-090_R1.jpg?v=1752145403,1115_AIER-090_R1.jpg,earring
1116,radiant,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-093_R1.jpg?v=1751616379,1116_AIER-093_R1.jpg,earring
1117,pear,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-045_R1.jpg?v=1751620261,1117_AIER-045_R1.jpg,earring
1118,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-096_Y1.jpg?v=1752145379,1118_AIER-096_Y1.jpg,earring
1119,emerald,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-046_R1.jpg?v=1751620634,1119_AIER-046_R1.jpg,earring
1120,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-110A_Y1.jpg?v=1752145351,1120_AIER-110A_Y1.jpg,earring
1121,radiant,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-047_W1.jpg?v=1751621025,1121_AIER-047_W1.jpg,earring
1122,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-115_Y1.jpg?v=1752145329,1122_AIER-115_Y1.jpg,earring
1123,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-127A_W1.jpg?v=1752145309,1123_AIER-127A_W1.jpg,earring
1124,oval,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-048_W1_8d5171d6-6b1e-44fe-8690-5dbc0ece58f8.jpg?v=1751621478,1124_AIER-048_W1_8d5171d6-6b1e-44fe-8690-5dbc0ece58f8.jpg,earring
1125,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-129_R1.jpg?v=1752145290,1125_AIER-129_R1.jpg,earring
1126,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-049_Y1.jpg?v=1751621818,1126_AIER-049_Y1.jpg,earring
1127,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-131A_R1.jpg?v=1752145272,1127_AIER-131A_R1.jpg,earring
1128,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-137_R1.jpg?v=1752145247,1128_AIER-137_R1.jpg,earring
1129,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-148_Y1.jpg?v=1752145221,1129_AIER-148_Y1.jpg,earring
1130,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-051_Y1.jpg?v=1751622358,1130_AIER-051_Y1.jpg,earring
1131,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-149_R1.jpg?v=1752145198,1131_AIER-149_R1.jpg,earring
1132,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-150A_Y1.jpg?v=1752145176,1132_AIER-150A_Y1.jpg,earring
1133,radiant,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-054_Y1.jpg?v=1751623151,1133_AIER-054_Y1.jpg,earring
1134,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-190_R1.jpg?v=1752145154,1134_AIER-190_R1.jpg,earring
1135,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-191A_W1.jpg?v=1752145123,1135_AIER-191A_W1.jpg,earring
1136,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-196_R1.jpg?v=1752145099,1136_AIER-196_R1.jpg,earring
1137,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-199_Y1.jpg?v=1752145077,1137_AIER-199_Y1.jpg,earring
1138,radiant,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-059_R1.jpg?v=1751628854,1138_AIER-059_R1.jpg,earring
1139,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-060_Y1.jpg?v=1751629653,1139_AIER-060_Y1.jpg,earring
1140,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-200_Y1.jpg?v=1751690793,1140_AIER-200_Y1.jpg,earring
1141,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-204_R1.jpg?v=1751691597,1141_AIER-204_R1.jpg,earring
1142,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-206_W1.jpg?v=1751692125,1142_AIER-206_W1.jpg,earring
1143,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-210_R1.jpg?v=1751692790,1143_AIER-210_R1.jpg,earring
1144,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-220_W1.jpg?v=1751693235,1144_AIER-220_W1.jpg,earring
1145,marquise,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-221_R1.jpg?v=1751694865,1145_AIER-221_R1.jpg,earring
1146,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-225_Y1.jpg?v=1751695825,1146_AIER-225_Y1.jpg,earring
1147,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-229_Y1.jpg?v=1751696522,1147_AIER-229_Y1.jpg,earring
1148,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-233_Y1.jpg?v=1751697970,1148_AIER-233_Y1.jpg,earring
1149,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-234_Y1.jpg?v=1751702371,1149_AIER-234_Y1.jpg,earring
1150,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-202_R1_f93975f6-fb0c-4b0d-afae-624e6be1627b.jpg?v=1751703145,1150_AIER-202_R1_f93975f6-fb0c-4b0d-afae-624e6be1627b.jpg,earring
1151,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-207_Y1_a881d023-0b1f-4188-8f49-15c098ed0ac5.jpg?v=1751703562,1151_AIER-207_Y1_a881d023-0b1f-4188-8f49-15c098ed0ac5.jpg,earring
1152,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-208_R1.jpg?v=1751704378,1152_AIER-208_R1.jpg,earring
1153,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-237_W1.jpg?v=1751704691,1153_AIER-237_W1.jpg,earring
1154,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-242_R1.jpg?v=1751705053,1154_AIER-242_R1.jpg,earring
1155,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-246_R1.jpg?v=1751705647,1155_AIER-246_R1.jpg,earring
1156,pear,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-247_W1.jpg?v=1751706523,1156_AIER-247_W1.jpg,earring
1157,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-248_R1.jpg?v=1751707050,1157_AIER-248_R1.jpg,earring
1158,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-250_R1.jpg?v=1751707480,1158_AIER-250_R1.jpg,earring
1159,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-252_R1.jpg?v=1751708021,1159_AIER-252_R1.jpg,earring
1160,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-261_W1.jpg?v=1751709091,1160_AIER-261_W1.jpg,earring
1161,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-262_Y1.jpg?v=1751709508,1161_AIER-262_Y1.jpg,earring
1162,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-263_Y1.jpg?v=1751710094,1162_AIER-263_Y1.jpg,earring
1163,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-265_R1.jpg?v=1751710425,1163_AIER-265_R1.jpg,earring
1164,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-266_Y1.jpg?v=1751711146,1164_AIER-266_Y1.jpg,earring
1165,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-269_R1.jpg?v=1751863305,1165_AIER-269_R1.jpg,earring
1166,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-285_Y1.jpg?v=1751863306,1166_AIER-285_Y1.jpg,earring
1167,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-299_Y1.jpg?v=1751863307,1167_AIER-299_Y1.jpg,earring
1168,emerald,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-300_R1.jpg?v=1751863306,1168_AIER-300_R1.jpg,earring
1169,heart,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-311_W1.jpg?v=1751863306,1169_AIER-311_W1.jpg,earring
1170,asscher,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-312A_W1.jpg?v=1751863307,1170_AIER-312A_W1.jpg,earring
1171,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-320_Y1.jpg?v=1751863305,1171_AIER-320_Y1.jpg,earring
1172,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-322_Y1.jpg?v=1751863304,1172_AIER-322_Y1.jpg,earring
1173,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-341_Y1.jpg?v=1751863305,1173_AIER-341_Y1.jpg,earring
1174,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-462_W1.jpg?v=1751869605,1174_AIER-462_W1.jpg,earring
1175,radiant,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-464C_R1.jpg?v=1751869606,1175_AIER-464C_R1.jpg,earring
1176,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-468C_Y1.jpg?v=1752143628,1176_AIER-468C_Y1.jpg,earring
1177,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-475A_Y1.jpg?v=1752143603,1177_AIER-475A_Y1.jpg,earring
1178,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-477A_R1.jpg?v=1752143578,1178_AIER-477A_R1.jpg,earring
1179,emerald,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-342_Y1.jpg?v=1751863304,1179_AIER-342_Y1.jpg,earring
1180,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-478C_R1.jpg?v=1752143549,1180_AIER-478C_R1.jpg,earring
1181,princess,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-343_R1.jpg?v=1751863304,1181_AIER-343_R1.jpg,earring
1182,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-480_R1.jpg?v=1752143528,1182_AIER-480_R1.jpg,earring
1183,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-345_W1.jpg?v=1751863306,1183_AIER-345_W1.jpg,earring
1184,round,1.0,ring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-482C_R1.jpg?v=1752143504,1184_AIER-482C_R1.jpg,ring
1185,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-346_R1.jpg?v=1751879190,1185_AIER-346_R1.jpg,earring
1186,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-483C_R1.jpg?v=1752143479,1186_AIER-483C_R1.jpg,earring
1187,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-353_W1.jpg?v=1751863383,1187_AIER-353_W1.jpg,earring
1188,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-484C_R1.jpg?v=1752143457,1188_AIER-484C_R1.jpg,earring
1189,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-356_Y1.jpg?v=1751863384,1189_AIER-356_Y1.jpg,earring
1190,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-358_R1.jpg?v=1751863384,1190_AIER-358_R1.jpg,earring
1191,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-360_R1.jpg?v=1751863384,1191_AIER-360_R1.jpg,earring
1192,round,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-367_R1.jpg?v=1751863384,1192_AIER-367_R1.jpg,earring
1193,emerald,1.0,solitaire,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-369_W1.jpg?v=1751863384,1193_AIER-369_W1.jpg,earring
1194,round,1.0,earring,rose,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-485C_W1.jpg?v=1752143432,1194_AIER-485C_W1.jpg,earring
1195,round,1.0,earring,rose,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-486B_Y1.jpg?v=1752143408,1195_AIER-486B_Y1.jpg,earring
1196,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-370_W1.jpg?v=1751863384,1196_AIER-370_W1.jpg,earring
1197,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-487B_Y1.jpg?v=1752143379,1197_AIER-487B_Y1.jpg,earring
1198,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-384_R1.jpg?v=1751863385,1198_AIER-384_R1.jpg,earring
1199,radiant,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-387_R1.jpg?v=1751863386,1199_AIER-387_R1.jpg,earring
1200,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-488C_W1_e3e5eb57-b42b-4f7b-8b9c-af3350561711.jpg?v=1752143354,1200_AIER-488C_W1_e3e5eb57-b42b-4f7b-8b9c-af3350561711.jpg,earring
1201,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-489D_Y1.jpg?v=1752143344,1201_AIER-489D_Y1.jpg,earring
1202,cushion,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-392_W1.jpg?v=1751863386,1202_AIER-392_W1.jpg,earring
1203,radiant,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-491_Y1.jpg?v=1752143322,1203_AIER-491_Y1.jpg,earring
1204,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-495_Y1.jpg?v=1752143295,1204_AIER-495_Y1.jpg,earring
1205,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-394_Y1.jpg?v=1751863386,1205_AIER-394_Y1.jpg,earring
1206,round,1.0,halo,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-460_Y1.jpg?v=1751863386,1206_AIER-460_Y1.jpg,earring
1207,round,1.0,earring,yellow,https://cdn.shopify.com/s/files/1/0695/7524/6002/files/AIER-539_R1.jpg?v=1752143263,1207_AIER-539_R1.jpg,earring
